timestamp,phase,status,exit_code,log_file
2026-05-19T02:15:57-07:00,FAPbI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbI3_20260519_021545.log
2026-05-19T02:16:09-07:00,FAPbBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbBr3_20260519_021557.log
2026-05-19T02:16:21-07:00,FASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_021609.log
2026-05-19T02:16:32-07:00,FASnBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_20260519_021621.log
2026-05-19T04:52:50-07:00,FAPbI3,done,0,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbI3_score_20260519_045248.log
2026-05-19T06:52:16-07:00,FAPbBr3,done,0,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbBr3_score_20260519_065214.log
2026-05-19T07:34:02-07:00,MASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_MASnI3_20260519_023328.log
2026-05-19T08:25:27-07:00,CsSnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260519_073402.log
2026-05-19T10:10:37-07:00,FASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_065216.log
2026-05-19T11:44:44-07:00,FASnBr3,failed,1,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_20260519_101037.log
2026-05-19T16:26:45-07:00,MASnI3,failed,1,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_MASnI3_20260519_141524.log
2026-05-19T16:27:21-07:00,CsSnI3,failed,1,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260519_162645.log
2026-05-19T16:36:07-07:00,FASnI3,failed,1,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_145602.log
2026-05-19T21:11:31-07:00,MASnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_MASnI3_20260519_194603.log
2026-05-19T21:44:12-07:00,CsSnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260519_211131.log
2026-05-19T22:54:10-07:00,MASnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_MASnI3_20260519_211247.log
2026-05-19T22:54:57-07:00,FASnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_210817.log
2026-05-19T22:54:57-07:00,CsSnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260519_225410.log
2026-05-19T23:34:41-07:00,FASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_225600.log
2026-05-20T00:16:47-07:00,FASnBr3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_20260519_233441.log
2026-05-20T00:18:15-07:00,MASnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_MASnI3_20260519_225600.log
2026-05-20T04:57:55-07:00,CsSnI3,failed,1,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260520_001815.log
2026-05-20T19:39:11-07:00,CsSnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260520_193812.log
2026-05-20T19:39:24-07:00,CsSnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260520_193832.log
2026-05-20T21:56:42-07:00,CsSnI3,failed,1,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260520_210359.log
2026-05-22T12:57:31-07:00,CsSnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260522_115636.log
2026-05-22T13:21:09-07:00,CsSnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260522_125735.log
2026-05-22T14:09:53-07:00,CsSnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260522_132134.log
2026-05-22T15:04:21-07:00,CsSnI3,failed,137,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_CsSnI3_20260522_140957.log
